Raw2,Budgets,h1,h2,Page,h1desc,h2desc,Budgets Mn,Generic Administrations,Maintenances,Projects,Communities,Floods,District Offices,Human Resources,Revenues,Trainings,Public Relations,Welfares,Waste Water Treatments,Hygienic Foods,Non-smoking Zones,Cleanings,Disease Controls,Law Enforcements,Green Zones,Traffic Managements,Chained Tags,Budget Ranks h1desc,Budget Ranks h2desc,Budget Ranks Raw2
07.โครงการพัฒนาศักยภาพบุคลากรการทองเที่ยว ของกรุงเทพมหานครสูความเปนมืออาชีพ  ,209200,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.2092,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects____Human Resources_____________,12,3,395
08.โครงการพัฒนาศักยภาพบุคลากร การทองเที่ยว  ,863600,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.8636,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects____Human Resources_____________,12,3,364
09.โครงการจัดงานเทศกาลศิลปวัฒนธรรม กรุงเทพมหานคร  ,1800000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,335
10.โครงการเสริมสรางพัฒนาเครือขาย การดําเนินงานดานศิลปวัฒนธรรมรวมสมัย ของกรุงเทพมหานคร  ,400000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,384
11.โครงการจัดงานวิถีทัศนวัฒนธรรม (Look up BKK)  ,2000000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,327
12.โครงการจัดกิจกรรมการแสดงดนตรี กรุงเทพมหานคร  ,1349000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,1.349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,346
13.โครงการสงเสริมกิจกรรมเพื่อกลุมเปราะบาง  ,10000000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,257
14.โครงการสงเสริมกีฬาเพื่อความเปนเลิศ  ,111514649,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,111.514649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,86
15.โครงการพัฒนากีฬาเพื่อความเปนเลิศสูกีฬา เพื่ออาชีพ  ,3871000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,3.871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,304
16.โครงการจัดการแขงขันเรือยาวประเพณี  ,8764400,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,8.7644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,265
17.โครงการสงเสริมพัฒนานันทนาการเพื่อมวลชน  ,1687000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,1.687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,337
18.โครงการจัดกิจกรรมกีฬาและนันทนาการ สําหรับผูสูงวัย  ,408000,0,0,18.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,383
19.โครงการสงเสริมสังคมและวัฒนธรรม ในศูนยเยาวชน  ,32729100,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,32.7291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,145
20.โครงการสงเสริมกีฬาขั้นพื้นฐาน  ,1964000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,1.964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,329
21.โครงการจัดการแขงขันกีฬาสรางสุขระหวาง ศูนยเยาวชน  ,2500000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,318
22.โครงการจัดงานฉลองวันเด็กแหงชาติ ของกรุงเทพมหานคร ประจําป 2566  ,2000000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,327
23.โครงการแขงขันกีฬาวูดบอล  ,365000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,386
24.โครงการจัดกิจกรรมพื้นที่ศิลปะเมือง แหงอนาคต  ,91000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,405
25.โครงการสงเสริมการอานและการเรียนรู เพื่อพัฒนาการเรียนรูตามอัธยาศัย  ,2148600,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,2.1486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,324
26.โครงการจัดกิจกรรมสงเสริมการอาน เทศกาลหนังสือกรุงเทพฯ  ,2000000,0,0,19.0,(18)สํานักวัฒนธรรม กีฬาและการทองเที่ยว รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,12,3,327
01.ผลผลิตรายจายบุคลากร  ,172109650,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,172.10965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,13,1,5
02.ผลผลิตอํานวยการและบริหารสํานัก  ,14343790,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,14.34379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,21
03.ผลผลิตฝกอาชีพและพัฒนาฝมือแรงงาน  ,172226050,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,172.22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,72
04.ผลผลิตสงเสริมการเกษตร  ,2640900,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,316
05.ผลผลิตพัฒนาธุรกิจและผูประกอบการ  ,20549600,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,20.5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,207
06.ผลผลิตพัฒนาศักยภาพและบริการชุมชน  ,494788910,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,494.78891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,39
07.ผลผลิตสงเคราะหและสวัสดิการสังคม  ,94822900,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,94.8229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___________Welfares_________,13,1,91
08.ผลผลิตบานพักและศูนยบริการผูสูงอายุ  ,1977900,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,13,1,328
01.โครงการพัฒนาศักยภาพบุคลากร ดานการเกษตรของกรุงเทพมหานคร  ,161600,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1616,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects____Human Resources_____________,13,3,398
02.โครงการสงเสริมความรูเทคโนโลยี ดานการเกษตร  ,121200,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,401
03.โครงการสงเสริมการทําเกษตรทฤษฎีใหม  ,80000,0,0,19.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,406
04.โครงการจัดงานคลินิกเกษตรเคลื่อนที่ ในกรุงเทพมหานคร  ,128000,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,400
05.โครงการจัดงานมหกรรมผลิตภัณฑ กรุงเทพมหานคร (Bangkok Brand) 2023  ,6000000,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,282
06.โครงการจัดงานตลาดชุมชนกรุงเทพมหานคร  ,4200000,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,296
07.โครงการคัดสรรผลิตภัณฑกรุงเทพมหานคร (Bangkok Brand) 2023  ,12000000,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,245
08.โครงการสงเสริมพัฒนาผลิตภัณฑ กรุงเทพมหานคร  ,358600,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.3586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,387
09.โครงการสงเสริมพัฒนาการเด็กกอนวัยเรียน ในศูนยพัฒนาเด็กกอนวัยเรียน กรุงเทพมหานคร  ,533000,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,13,3,375
10.โครงการจัดสวัสดิการสตรี ครอบครัว และผูดอยโอกาส  ,959600,0,0,20.0,(19)สํานักพัฒนาสังคม รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.9596,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___Projects________Welfares_________,13,3,360
01.ผลผลิตรายจายบุคลากร  ,100545200,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,100.5452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,68,1,5
02.ผลผลิตอํานวยการและบริหารสํานัก  ,8003600,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,8.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,68,1,21
03.ผลผลิตวางผังเมือง  ,2851200,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.8512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,68,1,314
04.ผลผลิตพัฒนาและฟนฟูพื้นที่  ,26849570,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,26.84957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,68,1,180
05.ผลผลิตควบคุมการใชประโยชนที่ดิน  ,528330,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.52833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,68,1,376
06.ผลผลิตแผนที่และสารสนเทศที่ดิน  ,9935000,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,9.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,68,1,258
01.โครงการจัดทํามาตรการโอนสิทธิการพัฒนา ของอาคารประวัติศาสตรหรืออาคาร อันควรคาแกการอนุรักษตามผังเมืองรวม กรุงเทพมหานคร  ,15000000,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,68,3,231
02.โครงการพัฒนาศูนยชุมชนชานเมืองลาดกระบัง และพื้นที่ตอเนื่อง  ,14916000,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,14.916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,68,3,232
03.โครงการวางผังพัฒนาศูนยชุมชนในพื้นที่ เขตบางขุนเทียน  ,14916000,0,0,20.0,(20)สํานักการวางผังและพัฒนาเมือง รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,14.916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,68,3,232
01.งานอํานวยการและบริหารสํานักงานเขต  ,7198500,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,7.1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories______District Offices______________,25,1,34
02.งานปกครอง  ,457600,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,25,1,108
03.งานบริหารทั่วไปและบริการทะเบียน  ,1002210,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.00221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,104
04.งานบริหารทั่วไปและบริหารการคลัง  ,1003540,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.00354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,114
05.งานบริหารทั่วไปและจัดเก็บรายได  ,1017140,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.01714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations_______Revenues____________,25,1,84
06.งานบริหารทั่วไปฝายรักษาความสะอาด  ,44958590,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,44.95859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_Generic Administrations______________Cleanings_____,25,1,22
07.งานกวาดทําความสะอาดที่และทางสาธารณะ  ,1743600,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_______________Cleanings_____,25,1,99
08.งานเก็บขยะมูลฝอยและขนถายสิ่งปฏิกูล  ,3634500,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.6345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,25,1,29
09.งานดูแลสวนและพื้นที่สีเขียว  ,11149100,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,11.1491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,All Categories__Maintenances________________Green Zones__,25,1,46
10.งานบริหารทั่วไปและสอบสวนดําเนินคดี  ,26040600,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,26.0406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,58
11.งานตรวจและบังคับใชกฎหมาย  ,715400,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,All Categories_________________Law Enforcements___,25,1,154
12.งานบริหารทั่วไปฝายโยธา  ,2757060,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,2.75706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,93
13.งานบํารุงรักษาซอมแซม  ,40689000,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,40.689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories__Maintenances__________________,25,1,71
14.งานระบายน้ําและแกไขปญหาน้ําทวม  ,3701010,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.70101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_____Floods_______________,25,1,95
15.งานบริหารทั่วไปฝายพัฒนาชุมชน  ,1763740,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.76374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___Communities________________,25,1,109
16.งานพัฒนาชุมชนและบริการสังคม  ,8509900,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,8.5099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____Communities________________,25,1,55
17.งานบริหารทั่วไปฝายสิ่งแวดลอม และสุขาภิบาล  ,404500,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.4045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,255
18.งานสุขาภิบาลอาหารและอนามัยสิ่งแวดลอม  ,769800,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.7698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,25,1,256
19.งานปองกันและควบคุมโรค  ,65600,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All Categories________________Disease Controls____,25,1,299
20.งานบริหารทั่วไปฝายการศึกษา  ,6086210,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,6.08621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,25,1,136
21.งานงบประมาณโรงเรียน  ,24784600,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,24.7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,25,1,30
22.งานรายจายบุคลากร  ,268351700,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,268.3517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_______Human Resources_____________,25,1,10
01.โครงการอาสาสมัครกรุงเทพมหานคร ดานการปองกันและแกไขปญหายา และสารเสพติด  ,47800,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.0478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,25,3,291
02.โครงการจัดสวัสดิการ การสงเคราะหชวยเหลือ เด็ก สตรี ครอบครัว ผูดอยโอกาส ผูสูงอายุ และคนพิการ  ,246500,0,0,21.0,(21)สํานักงานเขตพระนคร รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.2465,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All Categories___Projects________Welfares_________,25,3,241
03.โครงการครอบครัวรักการอาน  ,40000,0,0,22.0,(21)สํานักงานเขตพระนคร รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories___Projects_________________,25,3,286
04.โครงการกรุงเทพฯ เมืองอาหารปลอดภัย  ,124800,0,0,22.0,(21)สํานักงานเขตพระนคร รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,All Categories___Projects__________Hygienic Foods_______,25,3,305
05.โครงการกรุงเทพมหานครเขตปลอดบุหรี่  ,100000,0,0,22.0,(21)สํานักงานเขตพระนคร รวม  ,ข.งบประมาณภารกิจตามแผนยุทธศาสตร  ,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,All Categories___Projects___________Non-smoking Zones______,25,3,306
01.งานอํานวยการและบริหารสํานักงานเขต  ,5156980,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,5.15698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories______District Offices______________,64,1,34
02.งานปกครอง  ,852000,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,64,1,108
03.งานบริหารทั่วไปและบริการทะเบียน  ,792900,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.7929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,64,1,104
04.งานบริหารทั่วไปและบริหารการคลัง  ,608000,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations___________________,64,1,114
05.งานบริหารทั่วไปและจัดเก็บรายได  ,1928200,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,1.9282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All Categories_Generic Administrations_______Revenues____________,64,1,84
06.งานบริหารทั่วไปฝายรักษาความสะอาด  ,16593120,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,16.59312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_Generic Administrations______________Cleanings_____,64,1,22
07.งานกวาดทําความสะอาดที่และทางสาธารณะ  ,692400,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,0.6924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All Categories_______________Cleanings_____,64,1,99
08.งานเก็บขยะมูลฝอยและขนถายสิ่งปฏิกูล  ,3583000,0,0,22.0,(22)สํานักงานเขตปอมปราบศัตรูพาย  ,ก.งบประมาณภารกิจประจําพื้นฐาน  ,3.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All Categories____________________,64,1,29
